ERROR 2025-11-17 07:40:05,172 user_events Connection error: 
ERROR 2025-11-17 07:40:10,269 user_events Connection error: 
ERROR 2025-11-17 07:40:15,278 user_events Connection error: 
ERROR 2025-11-17 07:40:20,284 user_events Connection error: 
INFO 2025-11-17 07:40:24,208 django.server "GET /openapi.json HTTP/1.1" 200 3587
ERROR 2025-11-17 07:40:25,291 user_events Connection error: 
ERROR 2025-11-17 07:40:30,299 user_events Connection error: 
ERROR 2025-11-17 07:40:35,305 user_events Connection error: 
ERROR 2025-11-17 07:40:40,409 user_events Connection error: 
ERROR 2025-11-17 07:40:45,417 user_events Connection error: 
ERROR 2025-11-17 07:40:50,422 user_events Connection error: 
ERROR 2025-11-17 07:40:55,429 user_events Connection error: 
INFO 2025-11-17 07:41:01,356 user_events User service listening for shop.approved events…
INFO 2025-11-17 07:41:10,385 django.server "GET /openapi.json HTTP/1.1" 200 3587
INFO 2025-11-17 07:41:57,316 django.server "GET /openapi.json HTTP/1.1" 200 3587
INFO 2025-11-17 07:42:23,805 django.server "GET /openapi.json HTTP/1.1" 200 3587
INFO 2025-11-17 07:42:39,968 django.server "GET /openapi.json HTTP/1.1" 200 3587
INFO 2025-11-17 07:43:25,976 django.server "GET /openapi.json HTTP/1.1" 200 3587
INFO 2025-11-17 07:44:12,198 django.server "GET /openapi.json HTTP/1.1" 200 3587
INFO 2025-11-17 07:44:58,261 django.server "GET /openapi.json HTTP/1.1" 200 3587
INFO 2025-11-17 07:45:15,573 django.server "POST /api/user/register/ HTTP/1.1" 201 241
WARNING 2025-11-17 07:45:27,441 django.request Forbidden: /api/user/password-reset/request/
WARNING 2025-11-17 07:45:27,442 django.server "POST /api/user/password-reset/request/ HTTP/1.1" 403 58
INFO 2025-11-17 07:45:44,480 django.server "GET /openapi.json HTTP/1.1" 200 3587
INFO 2025-11-17 07:45:59,154 django.utils.autoreload /app/user_service/views.py changed, reloading.
INFO 2025-11-17 07:45:59,740 django.utils.autoreload Watching for file changes with StatReloader
INFO 2025-11-17 07:46:38,683 django.utils.autoreload Watching for file changes with StatReloader
INFO 2025-11-17 07:46:48,364 user_events User service listening for shop.approved events…
